the_geom,Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Start Time,End Time,Day Of Week,SegmentID,NHoodName,Length In Miles,Shape Length,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End
"MULTILINESTRING ((-73.93494853589122 40.59442854973035, -73.93487385367361 40.59404928817851))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,127873,Sheepshead Bay,0.0264626149346,139.722606867,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93487385367361 40.59404928817851, -73.93475242389964 40.59343256811359))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,127874,Sheepshead Bay,0.0430309723299,227.203533885,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93475242389964 40.59343256811359, -73.93453187057627 40.5923124260145))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,127875,Sheepshead Bay,0.0781567270993,412.667519099,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9353688102319 40.59654154870498, -73.9352479837716 40.59593409423564))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003321,Sheepshead Bay,0.0423940304279,223.840480662,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9352479837716 40.59593409423564, -73.93523211733947 40.59585432057986))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003322,Sheepshead Bay,0.00556736718325,29.3956987321,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93523211733947 40.59585432057986, -73.93517115488575 40.59554782565623))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003323,Sheepshead Bay,0.0213901638712,112.940065238,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93517115488575 40.59554782565623, -73.93515315958079 40.59545734807062))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003324,Sheepshead Bay,0.00631438966735,33.3399774266,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93515315958079 40.59545734807062, -73.93506484372715 40.595013325984134))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003325,Sheepshead Bay,0.0309881275236,163.617313329,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93506484372715 40.595013325984134, -73.93504617038444 40.59491943951433))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003326,Sheepshead Bay,0.00655229528382,34.5961191066,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93504617038444 40.59491943951433, -73.93494853589122 40.59442854973035))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9003327,Sheepshead Bay,0.0342589841756,180.887436439,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93580399824538 40.59892366620676, -73.93571678186935 40.59844628372729))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005535,Sheepshead Bay,0.033257760965,175.600977866,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93571678186935 40.59844628372729, -73.93570147106598 40.59836247792671))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005536,Sheepshead Bay,0.0058384892927,30.8272234781,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93570147106598 40.59836247792671, -73.93562392575674 40.59793801367309))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005537,Sheepshead Bay,0.0295710925999,156.135368932,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93562392575674 40.59793801367309, -73.93560737064251 40.597847399207076))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005538,Sheepshead Bay,0.00631283140599,33.3317498257,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93560737064251 40.597847399207076, -73.93555145942963 40.59754135403588))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005539,Sheepshead Bay,0.0213212076027,112.575976142,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93555145942963 40.59754135403588, -73.93553436392641 40.597447779234415))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005540,Sheepshead Bay,0.00651906604047,34.4206686896,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.93553436392641 40.597447779234415, -73.9353688102319 40.59654154870498))",Sheepshead Bay,Brooklyn,BRAGG STREET,Ave V,Ave Y,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9005541,Sheepshead Bay,0.0631342117747,333.348638183,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.07499559667997 40.62672601966453, -74.07564613658064 40.62666371873293))",Stapleton,Staten Island,CANAL STREET,Bay St,Front St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,15710,Stapleton,0.0344699783613,182.001485748,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.0741276381518 40.62681828162785, -74.07499559667997 40.62672601966453))",Stapleton,Staten Island,CANAL STREET,Bay St,Front St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,15714,Stapleton,0.0460731222323,243.266085403,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.07508010596639 40.62724273698538, -74.07594282534815 40.62716576123029))",Stapleton,Staten Island,WATER STREET,Bay St,Front St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,15700,Stapleton,0.0456653870377,241.113243543,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.07422160532444 40.6273229508169, -74.07508010596639 40.62724273698538))",Stapleton,Staten Island,WATER STREET,Bay St,Front St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,15716,Stapleton,0.0454717117244,240.090637905,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98792640677682 40.7597902764624, -73.99076073682434 40.760993757791596))",Times Square Alliance,Manhattan,WEST   46 STREET,8th Ave,9th Ave,Full Block - Partner,06/25/2020 12:00:00 AM,"4:00PM,4:00PM,8:00AM,4:00PM,4:00PM,4:00PM,4:00PM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,33965,Hell's Kitchen,0.170326410786,899.32344895,4:00PM,8:00PM,4:00PM,8:00PM,8:00AM,8:00PM,4:00PM,8:00PM,4:00PM,8:00PM,4:00PM,8:00PM,4:00PM,8:00PM
"MULTILINESTRING ((-73.90427713609631 40.74280547597671, -73.904449441753 40.742103619452855))",Woodside,Queens,60 STREET,Queens Blvd,Woodside Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,73729,Woodside,0.0492666982313,260.128166667,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9045507717297 40.74168522861693, -73.90457715364327 40.74157626204687))",Woodside,Queens,60 STREET,Queens Blvd,Woodside Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,174691,Woodside,0.00764535759797,40.3674880999,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.904449441753 40.742103619452855, -73.9045507717297 40.74168522861693))",Woodside,Queens,60 STREET,Queens Blvd,Woodside Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,174692,Woodside,0.029355624863,154.997699288,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90457715364327 40.74157626204687, -73.90459088584053 40.74151956846114))",Woodside,Queens,60 STREET,Queens Blvd,Woodside Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,174693,Woodside,0.00397781697344,21.0028736398,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.01292792601683 40.67732999751986, -74.01415223330011 40.67816168578626))",Good Shepard Services,Brooklyn,Wolcott Street,Conover Street,Van Brunt Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",21575,Red Hook,0.0861972051936,455.121243422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:00PM,NA,6:00PM
"MULTILINESTRING ((-73.92959057531492 40.6856350485076, -73.92667582447147 40.68597069570283))",700 Jefferson Avenue Block Association,Brooklyn,Jefferson Ave,Patchen Ave,Malcolm X Blvd,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,12:00PM,12:00PM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",43331,Bedford-Stuyvesant,0.15484349296,817.573642831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:00PM,6:00PM,12:00PM,6:00PM
"MULTILINESTRING ((-73.95856810069819 40.78408344344257, -73.95694527188579 40.783417299356614))",Upper East Side,Manhattan,East 90th Street,5th Avenue,Madison Avenue,Full Block,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",37591,Upper East Side,0.0967348455982,510.759984758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.99860504074151 40.72968530866516, -73.99807197158836 40.73028802870091))",Judson Memorial Church,Manhattan,Thompson Street,West 3rd Street,Washington Square South,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",32414,Greenwich Village,0.050126011992,264.665343318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.92028343678254 40.76282270385272, -73.91948388309935 40.76244910474523))",31st Ave Open Street Collective,Queens,31st Ave,31st Street,36th Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",67898,Astoria,0.0492373680717,259.973303418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.9210806384967 40.76319941160633, -73.92028343678254 40.76282270385272))",31st Ave Open Street Collective,Queens,31st Ave,31st Street,36th Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",67896,Astoria,0.0492449649456,260.013414913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.92345724825152 40.76434805928299, -73.92266322288555 40.7639663094316))",31st Ave Open Street Collective,Queens,31st Ave,31st Street,36th Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",67777,Astoria,0.0492879578535,260.240417467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91652562409806 40.749248180863944, -73.91665907272677 40.74858409039385))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",106868,Sunnyside,0.0463557915036,244.758579139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.92266322288555 40.7639663094316, -73.92188016158882 40.763574385927654))",31st Ave Open Street Collective,Queens,31st Ave,31st Street,36th Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",67779,Astoria,0.049185404746,259.698937059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.92188016158882 40.763574385927654, -73.9210806384967 40.76319941160633))",31st Ave Open Street Collective,Queens,31st Ave,31st Street,36th Street,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",67781,Astoria,0.0492853505556,260.226650934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91665907272677 40.74858409039385, -73.91680603105321 40.747850572784415))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",106865,Sunnyside,0.0511985549171,270.328369962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.9170126104219 40.74685869090563, -73.91708586582807 40.74646016693732))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",106866,Sunnyside,0.0277664793842,146.607011148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91693034810086 40.747234148017135, -73.91697369354799 40.747028715507206))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",223797,Sunnyside,0.014356660591,75.8031679204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91697369354799 40.747028715507206, -73.9170126104219 40.74685869090563))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",223798,Sunnyside,0.0119085177056,62.8769734855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91680603105321 40.747850572784415, -73.91683324422337 40.74771738395964))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",223809,Sunnyside,0.00930062708192,49.1073109925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91683324422337 40.74771738395964, -73.91693034810086 40.747234148017135))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",223810,Sunnyside,0.0337315184344,178.102417333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.91683324422337 40.74771738395964, -73.91693034810086 40.747234148017135))",39th Avenue Open Streets Coalition,Queens,47th Street,39th Ave,Skillman Ave,Full Block - Partner,07/24/2020 12:00:00 AM,"NA,NA,NA,NA,NA,8:00AM,8:00AM","NA,NA,NA,NA,NA,6:00PM,6:00PM","S, U",223810,Sunnyside,0.0337315184344,178.102417333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:00AM,6:00PM,8:00AM,6:00PM
"MULTILINESTRING ((-73.81501666712232 40.76285047350476, -73.81415161833502 40.763083167730464))",Asian American Federation,Queens,Barton Ave,150th St,149th Pl,Full Block - Partner,10/02/2020 12:00:00 AM,"8:00am,8:00am,8:00am,8:00am,8:00am,8:00am,8:00am","8:00pm,8:00pm,8:00pm,8:00pm,8:00pm,8:00pm,8:00pm",ALL,91686,Flushing,0.048141920467,254.189340066,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm
"MULTILINESTRING ((-73.87714590105313 40.879163978207934, -73.8769531847224 40.87917468689733, -73.87695303065745 40.879174695516106, -73.87695286431368 40.879174695338754, -73.8767578625448 40.87917055192893, -73.87675772006806 40.87917055177679, -73.87675756605222 40.87917053377179, -73.87656307840673 40.879151262659065, -73.87656295981269 40.87915125374917, -73.87656285353106 40.87915123552059, -73.8763718103975 40.8791169921769, -73.87618739139815 40.879068465654605, -73.87618720127189 40.87906842043768, -73.87618703575346 40.87906836564072, -73.87601180002726 40.879006593469335))",Williamsbridge Oval,Bronx,Reservoir Oval West,Bainbridge Ave,Reservoir Pl,Full Block,05/02/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,80664,Norwood,0.0612973643355,323.650083703,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9103652422766 40.80964523942897, -73.91004564450671 40.81051800544457))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70514,Mott Haven,0.0625110125145,330.05814608,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9103652422766 40.80964523942897, -73.91004564450671 40.81051800544457))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70514,Mott Haven,0.0625110125145,330.05814608,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.92194972048301 40.810405598209634, -73.91843164682528 40.80892366216631))",Mott Haven,Bronx,E 140th Street,Brook Ave,Willis Ave,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,69926,Mott Haven,0.21089820295,1113.54251157,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
